Employee_ID,Age,Department,Job_Level,Years_at_Company,Monthly_Hours_Worked,Remote_Work,Meetings_per_Week,Tasks_Completed_Per_Day,Overtime_Hours_Per_Week,Work_Life_Balance,Job_Satisfaction,Productivity_Score,Annual_Salary,Absences_Per_Year,Office_Branch
5279,55,Marketing,Mid,2 tahun,209.0,No,14,3,0,Poor,3,70.78198844846082,104052.6399775006,9,Branch_3
5280,38,Sales,Entry,29 tahun,142.0,No,0,12,12,Poor,2,90.45611623085648,29274.131873615795,8,Branch_32
5281,27,HR,Entry,23 tahun,201.0,Hybrid,8,19,4,Average,1,64.51814786646723,107253.62610960484,1,Branch_31
5282,58,HR,Mid,26 tahun,152.0,Hybrid,0,17,6,Average,2,88.79707491059241,50094.25146764438,8,Branch_18
5283,52,HR,Entry,22 tahun,194.0,No,12,17,6,Good,2,82.7787895391961,66258.39995495699,8,Branch_7
5284,49,Finance,Entry,16 tahun,177.0,Yes,0,11,12,Good,3,74.93685122368107,100790.73684514004,9,Branch_1
5285,42,HR,Senior,6 tahun,123.0,No,3,9,13,Good,7,67.00325602462952,250000.0,4,Branch_14
5286,32,Marketing,Senior,17 tahun,149.0,Hybrid,10,3,13,Good,2,91.15418230679585,53095.80931798574,16,Branch_32
5287,57,IT,Manager,3 tahun,147.0,Hybrid,0,12,8,Poor,1,46.99434832967708,116287.77992937752,9,Branch_6
5288,48,Operations,Manager,13 tahun,122.0,Yes,8,19,3,Poor,2,54.79094338627197,20000.0,4,Branch_10
5289,41,Operations,Entry,2 tahun,166.0,No,7,7,13,Average,2,86.18972108571965,30785.608235718777,7,Branch_7
5290,41,IT,Entry,4 tahun,139.0,Hybrid,12,16,6,Average,1,63.62068097486437,27050.898406537497,13,Branch_26
5291,23,Operations,Mid,9 tahun,211.0,No,11,15,13,Poor,7,75.8869080249882,48907.55450989597,15,Branch_34
5292,58,Finance,Senior,27 tahun,167.0,Hybrid,7,10,8,Average,1,63.24349868578816,27579.319445418485,4,Branch_30
5293,48,Marketing,Entry,28 tahun,193.0,Hybrid,6,7,10,Poor,6,88.20533845843826,44293.918091289175,1,Branch_21
5294,39,Operations,Mid,24 tahun,166.0,No,9,14,0,Good,9,75.75527363848931,20000.0,3,Branch_17
5295,34,Finance,Manager,17 tahun,139.0,Hybrid,8,14,8,Average,5,90.85928871246088,67465.6047293266,12,Branch_33
5296,39,IT,Mid,13 tahun,219.0,No,6,15,13,Average,9,63.14624184242343,250000.0,5,Branch_10
5297,32,Operations,Mid,28 tahun,175.0,No,9,18,14,Good,8,82.10877191450089,63628.45961080406,12,Branch_12
5298,35,HR,Mid,7 tahun,132.0,No,10,6,3,Excellent,2,93.9347629010474,60495.84631969364,8,Branch_16
5299,25,IT,Mid,26 tahun,201.0,No,13,5,1,Average,5,93.95738089541668,53050.52130603625,19,Branch_32
5300,34,IT,Senior,14 tahun,207.0,Yes,7,3,5,Good,5,61.28133827412173,43324.95157064045,13,Branch_15
5301,40,IT,Entry,1 tahun,149.0,No,14,14,8,Good,4,67.13822230138935,48622.098149981735,18,Branch_27
5302,46,Finance,Entry,9 tahun,135.0,Yes,0,13,12,Average,1,78.26989089401162,32303.045379343297,4,Branch_28
5303,36,Sales,Mid,13 tahun,179.0,Yes,5,3,2,Average,8,62.82146875480363,70840.10325931312,15,Branch_17
5304,41,Finance,Manager,9 tahun,130.0,Hybrid,2,7,13,Good,5,66.92467656152621,34672.668995627595,8,Branch_2
5305,38,Sales,Mid,3 tahun,147.0,Yes,1,17,10,Poor,5,80.4711220074561,39542.11530184149,19,Branch_7
5306,22,Finance,Manager,18 tahun,185.0,No,0,11,12,Good,2,100.0,250000.0,12,Branch_13
5307,50,Operations,Senior,24 tahun,198.0,Hybrid,0,15,5,Poor,6,84.81745418960382,52597.0197502403,13,Branch_15
5308,40,Operations,Senior,22 tahun,152.0,Hybrid,11,16,6,Good,9,82.65134276460992,62275.51529629022,2,Branch_25
5309,51,Operations,Mid,13 tahun,146.0,No,14,15,13,Poor,1,73.37873279179433,61448.18379540272,9,Branch_23
5310,46,IT,Mid,16 tahun,141.0,Hybrid,11,12,11,Good,2,84.81545354565633,71484.61304290623,18,Branch_22
5311,49,HR,Mid,15 tahun,149.0,Yes,0,5,0,Good,4,45.64828913832358,20000.0,16,Branch_26
5312,58,Marketing,Entry,19 tahun,203.0,Hybrid,10,11,11,Average,7,82.00463948421829,79039.46937725076,4,Branch_33
5313,32,Sales,Mid,29 tahun,207.0,Yes,12,10,3,Good,2,52.00017832679397,82541.41271972729,15,Branch_11
5314,37,Finance,Senior,21 tahun,170.0,Yes,2,5,8,Good,4,70.55487157622177,93896.18190954626,2,Branch_10
5315,39,Operations,Entry,10 tahun,120.0,Hybrid,11,15,12,Excellent,8,50.22236925419129,34130.763134069726,5,Branch_25
5316,30,HR,Senior,9 tahun,157.0,Yes,11,12,5,Average,8,58.46728597600019,47903.03744663966,14,Branch_24
5317,49,Marketing,Mid,29 tahun,165.0,Yes,12,14,8,Average,7,51.71161764530829,37951.00291377712,4,Branch_33
5318,48,HR,Mid,12 tahun,207.0,Hybrid,3,6,5,Good,1,67.90663394178574,133650.45950722246,12,Branch_17
5319,59,Operations,Mid,8 tahun,183.0,Yes,3,18,1,Average,2,79.3847296315425,46767.44694339311,8,Branch_24
5320,44,Sales,Mid,10 tahun,184.0,Yes,5,7,11,Average,1,88.79569985164507,53022.39924587554,16,Branch_2
5321,43,Sales,Mid,2 tahun,198.0,Hybrid,1,11,11,Average,3,68.69597441668506,36950.22282924145,7,Branch_32
5322,25,Marketing,Senior,15 tahun,135.0,No,4,9,6,Poor,3,42.71410146025414,22148.11333398557,11,Branch_24
5323,53,Marketing,Mid,20 tahun,124.0,Hybrid,3,16,11,Good,7,73.18556448906826,20495.384070931377,17,Branch_9
5324,45,Operations,Senior,16 tahun,124.0,Hybrid,13,17,13,Excellent,4,60.214402858495866,250000.0,18,Branch_4
5325,59,Operations,Entry,10 tahun,141.0,No,5,12,10,Poor,7,93.58252837355434,47285.799433840046,13,Branch_17
5326,49,Sales,Senior,13 tahun,176.0,Hybrid,2,12,4,Good,3,90.7277484372598,50664.12289221287,3,Branch_17
5327,27,Sales,Mid,11 tahun,194.0,Yes,3,19,7,Average,1,93.51157301535504,36135.04577483959,3,Branch_30
5328,54,IT,Mid,25 tahun,152.0,Yes,0,14,12,Average,6,54.477058877274864,47837.99091281471,8,Branch_11
5329,52,Marketing,Entry,16 tahun,198.0,Hybrid,4,11,3,Average,8,76.91443459807076,34028.91851159788,6,Branch_21
5330,31,Marketing,Mid,14 tahun,138.0,No,6,14,2,Average,8,74.08314381723804,20000.0,9,Branch_21
5331,33,Sales,Manager,8 tahun,182.0,Yes,13,12,6,Excellent,5,56.1852623418361,23138.87418345843,4,Branch_18
5332,28,Finance,Mid,19 tahun,166.0,Hybrid,5,7,3,Good,3,86.49139520733893,27178.44701203342,2,Branch_29
5333,45,IT,Mid,2 tahun,210.0,Hybrid,2,3,14,Average,4,100.0,54768.65119405485,10,Branch_24
5334,49,Finance,Entry,4 tahun,138.0,Hybrid,6,9,3,Average,3,68.86479739541949,31653.06476613756,15,Branch_10
5335,32,Sales,Mid,18 tahun,160.0,Hybrid,5,17,0,Poor,4,90.86290267752942,103883.73558644898,11,Branch_17
5336,53,IT,Senior,26 tahun,191.0,No,0,18,6,Good,8,90.82286693045806,114595.84514096072,12,Branch_18
5337,41,IT,Mid,16 tahun,210.0,No,14,13,11,Good,8,59.93773777799761,35887.38953883269,18,Branch_20
5338,49,Sales,Mid,7 tahun,210.0,Yes,7,7,7,Excellent,6,77.91578994233369,67761.56750937275,19,Branch_18
5339,22,Operations,Mid,10 tahun,156.0,Yes,0,4,7,Average,9,56.83324271589627,93773.39355109113,18,Branch_17
5340,48,HR,Mid,6 tahun,130.0,No,9,6,8,Poor,6,73.77253807288763,23804.87487899472,10,Branch_9
5341,37,HR,Entry,1 tahun,194.0,Yes,9,16,11,Good,8,70.47294863021801,79165.31887853474,10,Branch_14
5342,57,Marketing,Entry,18 tahun,165.0,Hybrid,2,11,0,Poor,4,86.34446250241353,94241.2949770286,4,Branch_29
5343,27,Sales,Entry,26 tahun,184.0,No,5,12,2,Average,9,69.14817845921284,48242.35944653042,6,Branch_31
5344,31,Operations,Entry,14 tahun,169.0,Hybrid,12,17,0,Average,9,63.16733788716197,20000.0,12,Branch_4
5345,40,Sales,Entry,24 tahun,123.0,No,2,6,1,Excellent,6,67.49704050559868,71259.03223455709,12,Branch_18
5346,31,Operations,Senior,10 tahun,184.0,Hybrid,14,11,14,Average,5,69.32227368267203,46019.90064475158,4,Branch_20
5347,47,Finance,Entry,28 tahun,175.0,Yes,13,15,2,Good,9,76.55376519694207,25876.66328161141,16,Branch_9
5348,55,Sales,Senior,24 tahun,219.0,No,8,6,4,Poor,2,88.12927553995863,45682.58495749544,9,Branch_13
5349,22,HR,Mid,13 tahun,190.0,No,1,10,6,Excellent,5,65.10642682073347,44152.77260043337,13,Branch_15
5350,31,Operations,Mid,6 tahun,161.0,Yes,8,19,14,Average,8,92.58808951445444,71481.35920425387,9,Branch_27
5351,54,Sales,Entry,10 tahun,217.0,Hybrid,0,12,6,Good,4,100.0,70817.66071937667,11,Branch_15
5352,47,Finance,Entry,26 tahun,192.0,No,6,6,8,Good,2,100.0,143653.24520552438,6,Branch_28
5353,55,Marketing,Senior,23 tahun,126.0,No,7,11,8,Average,5,48.72058664188248,23471.226602298044,16,Branch_19
5354,58,Operations,Mid,2 tahun,158.0,No,1,9,8,Good,6,89.77685871559436,44173.335886091394,16,Branch_26
5355,34,IT,Entry,1 tahun,202.0,Hybrid,5,3,5,Average,2,96.09909186225435,50040.04220594645,13,Branch_26
5356,59,Operations,Mid,28 tahun,183.0,Yes,6,3,4,Excellent,1,98.5336571181968,35160.303662991166,5,Branch_25
5357,51,Marketing,Entry,27 tahun,158.0,No,1,16,13,Poor,5,57.732662855337686,32662.350790670363,18,Branch_26
5358,45,Finance,Senior,6 tahun,135.0,Hybrid,12,6,6,Good,2,51.43165579636597,92013.98501865088,4,Branch_26
5359,55,Sales,Manager,29 tahun,176.0,No,0,10,4,Average,8,53.74487610488638,79386.63046568944,1,Branch_28
5360,58,HR,Senior,26 tahun,137.0,Hybrid,9,9,11,Average,2,49.41052331326682,20000.0,0,Branch_18
5361,40,Operations,Senior,27 tahun,190.0,No,2,18,13,Average,7,62.977448337492746,46163.21492964046,18,Branch_32
5362,23,Sales,Mid,19 tahun,177.0,No,8,10,2,Good,6,87.6130428315304,66838.74273360486,2,Branch_3
5363,51,Operations,Entry,17 tahun,144.0,No,13,11,6,Excellent,6,55.62751794736352,29950.854210844765,17,Branch_2
5364,43,IT,Senior,1 tahun,150.0,Hybrid,5,8,7,Poor,5,81.49616625403658,55206.48497023631,14,Branch_33
5365,53,HR,Mid,15 tahun,206.0,Hybrid,12,8,14,Average,4,66.25998939035499,37299.449160083226,11,Branch_19
5366,54,Marketing,Senior,14 tahun,206.0,Hybrid,4,3,1,Good,4,63.47234279681472,113056.53059028278,5,Branch_17
5367,36,Operations,Mid,3 tahun,152.0,Hybrid,5,8,6,Good,1,73.45047196034307,69577.33491805958,14,Branch_33
5368,27,Finance,Entry,10 tahun,153.0,Hybrid,8,6,3,Average,3,61.63465520547837,39947.89715982069,11,Branch_12
5369,57,Marketing,Entry,29 tahun,128.0,No,11,17,3,Average,1,80.88698410187968,62238.30358727359,0,Branch_3
5370,37,IT,Mid,7 tahun,138.0,No,6,17,10,Average,1,94.42983197555516,20000.0,5,Branch_26
5371,42,Operations,Mid,18 tahun,216.0,Hybrid,0,3,0,Average,8,65.86418017104015,52691.22422292275,15,Branch_35
5372,55,IT,Senior,4 tahun,151.0,Yes,10,9,12,Good,5,56.40091961765198,49151.98252841571,17,Branch_8
5373,59,Sales,Entry,20 tahun,131.0,No,14,3,3,Good,6,69.42538134341267,53054.1828374541,5,Branch_7
5374,56,Sales,Senior,12 tahun,197.0,No,12,6,6,Good,6,87.80773242766892,81232.77118694386,11,Branch_16
5375,54,Operations,Mid,22 tahun,196.0,No,14,19,11,Poor,6,59.43473288898822,33612.958550318,12,Branch_24
5376,29,Sales,Mid,7 tahun,193.0,Yes,1,7,2,Average,3,69.97201270869813,72098.14805477762,10,Branch_1
5377,33,IT,Mid,14 tahun,216.0,Hybrid,5,15,5,Average,4,100.0,74342.9454437139,3,Branch_25
5378,39,HR,Mid,2 tahun,147.0,No,1,16,13,Excellent,9,58.27406237879232,20000.0,4,Branch_10
5379,42,Operations,Entry,17 tahun,204.0,No,7,6,5,Average,8,69.34375359990139,57835.294619361855,14,Branch_16
5380,48,Marketing,Entry,6 tahun,140.0,Hybrid,13,11,11,Good,7,44.73931202617928,37736.55826338343,11,Branch_16
5381,33,Marketing,Entry,19 tahun,212.0,Yes,5,6,5,Good,2,100.0,64186.79769657216,1,Branch_8
5382,27,Finance,Senior,27 tahun,160.0,Yes,8,4,4,Excellent,6,50.05865216827265,21507.616063575304,5,Branch_29
5383,52,Finance,Mid,6 tahun,151.0,Hybrid,1,13,14,Good,5,83.76545916344394,50718.28343832327,6,Branch_28
5384,55,HR,Mid,2 tahun,134.0,Hybrid,0,17,7,Good,1,76.02841350732078,31722.9185756826,9,Branch_6
5385,28,Sales,Manager,26 tahun,205.0,Yes,3,9,5,Average,7,100.0,77890.65637656183,15,Branch_16
5386,52,Sales,Mid,13 tahun,208.0,Hybrid,9,5,3,Good,6,86.81553123287436,50690.15977402854,5,Branch_20
5387,25,HR,Senior,23 tahun,163.0,Hybrid,7,15,3,Average,6,62.37202610233165,49776.77085093293,1,Branch_16
5388,38,Marketing,Mid,15 tahun,201.0,Yes,5,8,7,Average,6,87.85656627638308,121670.65527982549,0,Branch_7
5389,50,Sales,Manager,28 tahun,155.0,Yes,10,14,6,Average,3,75.86606999676962,45985.65000005829,14,Branch_14
5390,24,Marketing,Mid,10 tahun,198.0,Hybrid,14,4,1,Good,4,59.74598525308458,74332.23280545334,7,Branch_26
5391,45,IT,Entry,29 tahun,135.0,No,13,12,4,Poor,2,69.3259221388842,23701.580981518367,9,Branch_26
5392,24,Operations,Senior,8 tahun,132.0,Hybrid,2,5,12,Average,9,62.49775578537655,62631.178141180986,10,Branch_14
5393,48,Finance,Mid,5 tahun,173.0,Hybrid,6,10,1,Good,9,58.5970049996676,69525.36103176209,18,Branch_7
5394,22,Sales,Entry,14 tahun,209.0,No,12,5,9,Average,9,59.563722322271744,42208.13613720326,15,Branch_33
5395,36,Finance,Entry,25 tahun,163.0,Yes,9,5,8,Poor,3,64.845445433907,47726.78088182526,7,Branch_26
5396,35,HR,Senior,6 tahun,129.0,No,0,10,5,Poor,4,59.77233462451871,35542.99928595111,9,Branch_20
5397,25,Operations,Mid,12 tahun,122.0,Yes,7,15,10,Average,3,63.05095142387723,35728.50134849412,1,Branch_3
5398,25,IT,Mid,3 tahun,164.0,No,7,18,5,Average,3,70.20735796354097,28998.35850461836,10,Branch_4
5399,46,Sales,Entry,15 tahun,193.0,No,11,13,12,Good,9,56.872511543035046,64929.4905238948,10,Branch_26
5400,32,Sales,Entry,18 tahun,183.0,No,14,18,12,Good,9,62.86629954036452,77233.49522981176,17,Branch_11
5401,54,Marketing,Senior,23 tahun,145.0,Yes,2,11,7,Good,3,76.24935283430355,43185.350876819866,7,Branch_2
5402,32,Finance,Mid,1 tahun,200.0,Yes,12,15,1,Poor,7,87.75918834898586,110068.1911913036,8,Branch_14
5403,33,IT,Mid,15 tahun,124.0,Yes,0,15,11,Good,4,88.88689772581097,96648.69879175024,6,Branch_30
5404,36,Operations,Entry,17 tahun,173.0,No,2,6,0,Good,5,75.57288522625623,39590.11042987871,2,Branch_12
5405,47,Marketing,Entry,8 tahun,219.0,Hybrid,6,16,5,Average,4,85.25690348933142,65813.33124137486,1,Branch_26
5406,45,Operations,Entry,13 tahun,199.0,No,1,4,12,Average,3,60.87893598949477,79873.98848377407,7,Branch_33
5407,47,IT,Entry,6 tahun,176.0,Hybrid,6,10,13,Average,8,68.15892474239178,111024.13044598958,18,Branch_13
5408,48,IT,Mid,14 tahun,205.0,Hybrid,4,8,9,Poor,9,100.0,54132.5581724826,2,Branch_14
5409,57,HR,Entry,19 tahun,186.0,Hybrid,12,15,5,Average,9,65.98917140214417,44637.31367799333,18,Branch_24
5410,48,HR,Senior,9 tahun,190.0,Hybrid,0,8,8,Good,7,92.43593762966609,48501.8839286457,16,Branch_34
5411,59,Marketing,Mid,28 tahun,204.0,No,7,8,4,Good,9,61.61161539013772,73585.50934168843,6,Branch_26
5412,23,Marketing,Senior,1 tahun,167.0,Yes,12,19,3,Poor,3,60.39138669269231,26573.482789841364,16,Branch_21
5413,44,Operations,Mid,21 tahun,208.0,Yes,2,7,10,Good,4,96.89646911131258,69856.66237962832,16,Branch_28
5414,30,Marketing,Entry,1 tahun,156.0,No,0,14,10,Good,7,59.590126130338966,25695.082443201867,0,Branch_2
5415,29,IT,Mid,13 tahun,130.0,No,10,4,5,Poor,5,77.38067105435606,27018.933384779004,4,Branch_9
5416,22,Sales,Entry,7 tahun,190.0,No,2,5,11,Excellent,7,100.0,63968.33025374599,1,Branch_23
5417,42,HR,Entry,1 tahun,141.0,No,5,12,5,Good,9,72.90576105478014,35335.114347756295,0,Branch_15
5418,47,Operations,Senior,4 tahun,195.0,Yes,1,13,10,Poor,6,38.58494982337716,51706.04891597481,4,Branch_13
5419,36,Operations,Senior,18 tahun,129.0,No,12,19,4,Good,6,77.7245841413148,33907.00217767224,18,Branch_23
5420,46,Operations,Entry,26 tahun,202.0,Hybrid,1,6,2,Excellent,1,65.0429559132486,46248.58438931534,7,Branch_17
5421,37,Sales,Senior,25 tahun,199.0,Hybrid,5,17,2,Average,2,92.73997252947814,39519.2755687681,19,Branch_2
5422,56,Finance,Mid,3 tahun,174.0,No,3,9,5,Average,3,47.50989812019033,39668.9748928281,3,Branch_20
5423,44,HR,Mid,22 tahun,183.0,Yes,3,13,5,Average,9,90.21217347569912,115068.59390284467,13,Branch_20
5424,33,Operations,Senior,7 tahun,187.0,No,14,18,6,Good,4,70.35186030466728,44753.72326209128,15,Branch_3
5425,40,Finance,Mid,18 tahun,125.0,Hybrid,14,11,7,Average,1,43.060234208027325,45061.68123039411,17,Branch_12
5426,55,Finance,Senior,1 tahun,125.0,No,1,10,9,Average,5,75.61813926839788,38353.72555387027,3,Branch_2
5427,29,Marketing,Senior,18 tahun,170.0,Hybrid,11,13,12,Good,9,87.40832096068384,250000.0,15,Branch_14
5428,44,Operations,Mid,24 tahun,137.0,Hybrid,3,15,6,Good,5,91.61849570446792,31898.45192677148,15,Branch_16
5429,32,IT,Senior,29 tahun,154.0,Yes,13,7,12,Average,5,87.80308502164539,61009.516940795,2,Branch_19
5430,55,Sales,Senior,9 tahun,159.0,Hybrid,1,17,11,Average,6,69.3060486360293,42638.27501054022,10,Branch_34
5431,26,Operations,Mid,8 tahun,146.0,No,5,3,2,Good,7,60.16210032673966,37944.22415036067,15,Branch_6
5432,58,Finance,Entry,17 tahun,122.0,No,9,10,0,Average,9,39.91623330478156,20000.0,0,Branch_13
5433,46,Operations,Entry,2 tahun,125.0,Hybrid,1,8,12,Average,6,80.4874617900356,74882.96725875314,16,Branch_22
5434,45,Marketing,Mid,4 tahun,148.0,No,3,15,5,Good,3,64.16737059267155,31239.877370231425,6,Branch_18
5435,45,IT,Mid,15 tahun,211.0,Yes,7,11,4,Average,2,76.70049806895878,79297.53619524783,6,Branch_12
5436,55,HR,Entry,8 tahun,211.0,Yes,7,10,8,Good,3,67.92316812238184,68168.91470283129,4,Branch_30
5437,39,Finance,Entry,15 tahun,174.0,No,12,5,4,Good,5,54.09683067076272,29325.528076078568,9,Branch_7
5438,33,Operations,Entry,25 tahun,179.0,Hybrid,5,8,7,Excellent,1,70.31017769804801,90226.75499313018,17,Branch_32
5439,36,Marketing,Entry,7 tahun,209.0,Yes,2,6,3,Good,5,93.76358874543244,52123.31574015325,8,Branch_19
5440,33,Operations,Mid,24 tahun,179.0,Hybrid,10,13,13,Good,5,68.30797781896437,63706.36224736681,7,Branch_6
5441,50,Operations,Entry,9 tahun,203.0,Yes,12,8,2,Average,9,52.49928972204732,50756.0345620986,15,Branch_20
5442,50,Operations,Entry,20 tahun,135.0,No,1,12,11,Good,3,54.95538728615068,25469.247478684363,19,Branch_27
5443,41,Operations,Entry,12 tahun,143.0,No,8,18,6,Average,4,83.79852147127353,20000.0,12,Branch_7
5444,36,Marketing,Manager,4 tahun,196.0,Yes,8,12,2,Good,6,94.15362492562424,117089.90568884285,19,Branch_5
5445,24,Marketing,Entry,14 tahun,151.0,No,9,5,6,Excellent,2,91.21094323986225,52064.4197778146,15,Branch_11
5446,37,HR,Mid,11 tahun,162.0,No,10,18,7,Poor,2,51.549770282720175,53277.61325605984,17,Branch_15
5447,40,IT,Mid,19 tahun,191.0,No,0,6,11,Average,3,88.26837714995096,55689.37920506375,3,Branch_3
5448,28,Sales,Entry,23 tahun,181.0,Yes,12,7,3,Average,9,100.0,250000.0,7,Branch_5
5449,57,Sales,Manager,14 tahun,155.0,Yes,8,17,2,Poor,2,57.521432576578334,53400.64326687048,4,Branch_23
5450,43,Finance,Entry,28 tahun,130.0,Yes,4,12,1,Poor,4,54.04057310887852,35980.415958794605,6,Branch_9
5451,36,IT,Senior,11 tahun,132.0,No,8,3,4,Average,4,67.01937615381193,53857.2250255492,15,Branch_15
5452,30,Finance,Mid,20 tahun,148.0,Yes,10,3,12,Average,5,47.97563670440309,28660.0031530259,2,Branch_3
5453,38,Sales,Mid,13 tahun,173.0,Hybrid,1,8,13,Average,2,78.74087312258794,39467.89683459596,12,Branch_29
5454,54,HR,Mid,14 tahun,148.0,Hybrid,6,4,2,Good,3,51.9936459757048,26976.840112421945,1,Branch_6
5455,23,Operations,Manager,13 tahun,176.0,Yes,14,11,6,Poor,4,85.44953301918848,69924.61918764559,10,Branch_17
5456,28,IT,Mid,17 tahun,153.0,Hybrid,13,15,8,Poor,1,59.24955520444113,20000.0,16,Branch_26
5457,52,IT,Senior,16 tahun,138.0,Yes,0,5,1,Poor,1,63.05907490740592,45423.877210096565,0,Branch_21
5458,35,Finance,Entry,8 tahun,199.0,Yes,13,13,4,Average,9,68.38864178913757,54060.27467655392,12,Branch_8
5459,58,Finance,Senior,17 tahun,161.0,No,0,4,4,Good,2,68.38537884469083,113805.3034853785,6,Branch_21
5460,25,HR,Entry,12 tahun,150.0,Yes,7,19,6,Poor,1,64.33890377188797,92568.88506993542,13,Branch_11
5461,31,IT,Mid,28 tahun,146.0,Hybrid,13,18,6,Excellent,5,55.147778588277646,76259.43359139144,4,Branch_8
5462,43,Sales,Entry,19 tahun,170.0,Yes,7,8,4,Average,1,93.59426547273593,56785.13509110508,10,Branch_24
5463,45,Sales,Manager,9 tahun,168.0,No,6,15,4,Poor,1,63.91048599748586,25531.42422511937,5,Branch_35
5464,39,Marketing,Mid,11 tahun,133.0,Yes,7,4,7,Excellent,2,67.21842268414267,28108.02709179751,19,Branch_14
5465,32,Sales,Entry,26 tahun,212.0,Hybrid,13,3,9,Excellent,6,48.13745740811672,28337.26028542134,15,Branch_14
5466,22,Operations,Mid,28 tahun,206.0,No,6,12,3,Poor,5,94.93195791145077,66920.66783805503,0,Branch_10
5467,53,Operations,Mid,1 tahun,211.0,No,13,10,14,Average,8,81.71533453229647,60921.02305064951,0,Branch_12
5468,37,Marketing,Entry,17 tahun,193.0,Hybrid,7,12,10,Good,7,89.9799504652358,94962.65989546145,15,Branch_34
5469,35,Marketing,Mid,19 tahun,209.0,Yes,1,6,11,Good,4,65.89560105372034,90860.63126868603,12,Branch_10
5470,54,Finance,Entry,13 tahun,182.0,No,4,6,7,Excellent,4,56.873365837916346,29562.64964943815,6,Branch_17
5471,28,Sales,Manager,12 tahun,206.0,Yes,5,17,6,Good,5,84.7554746124787,64102.32163412214,12,Branch_17
5472,40,Marketing,Senior,23 tahun,201.0,No,7,14,10,Average,6,78.76067135047415,48252.282311986295,6,Branch_3
5473,46,Sales,Entry,12 tahun,123.0,Hybrid,0,5,0,Poor,2,78.39600750731789,41458.138533997175,9,Branch_31
5474,26,Sales,Manager,28 tahun,176.0,Yes,3,7,11,Average,2,60.44962472757294,250000.0,14,Branch_1
5475,31,Sales,Senior,13 tahun,130.0,No,6,14,1,Good,8,88.95730145156202,20000.0,13,Branch_12
5476,25,HR,Mid,6 tahun,162.0,Yes,7,3,5,Average,3,100.0,48347.93519022338,4,Branch_4
5477,45,Marketing,Mid,28 tahun,159.0,Hybrid,12,6,6,Poor,1,64.04139988871677,34994.86768350463,0,Branch_13
5478,27,Operations,Manager,13 tahun,159.0,Hybrid,12,7,0,Good,5,59.90945080876068,35763.545726321056,5,Branch_34
5479,33,Sales,Mid,21 tahun,132.0,No,4,4,8,Poor,5,79.1656590042481,54329.16567178042,14,Branch_21
5480,41,Finance,Mid,11 tahun,144.0,No,5,5,12,Average,7,79.06431798380216,45102.073947834186,4,Branch_22
5481,47,HR,Mid,20 tahun,126.0,No,13,17,4,Poor,5,84.38872383343197,61890.99413535488,11,Branch_4
5482,33,Marketing,Senior,21 tahun,213.0,Hybrid,7,4,6,Average,2,99.1699859467531,36901.77825682128,14,Branch_18
5483,54,IT,Mid,21 tahun,125.0,Hybrid,14,7,12,Good,2,65.95318539638063,72368.14314461563,12,Branch_5
5484,33,Marketing,Manager,11 tahun,160.0,No,11,19,2,Average,2,73.95109185969756,62535.39479951709,12,Branch_19
5485,59,HR,Entry,12 tahun,215.0,Hybrid,11,16,12,Average,2,75.9886744997707,66598.71692697356,13,Branch_2
5486,25,Finance,Mid,23 tahun,156.0,No,7,13,7,Average,7,65.5719415910729,104504.43504618098,3,Branch_12
5487,38,HR,Entry,26 tahun,204.0,No,7,10,6,Poor,3,100.0,55710.60594721314,6,Branch_17
5488,31,Sales,Mid,22 tahun,148.0,Yes,10,14,3,Good,3,81.31528204706154,53706.89283227178,14,Branch_10
5489,40,Operations,Manager,15 tahun,208.0,Hybrid,14,6,0,Poor,3,82.54826585174573,38837.59206601522,14,Branch_34
5490,54,Operations,Senior,29 tahun,193.0,Hybrid,2,10,11,Average,3,98.11895393193872,81856.17342642412,6,Branch_6
5491,58,HR,Mid,9 tahun,138.0,Hybrid,2,3,7,Poor,6,45.8301098559771,34631.1289962701,11,Branch_8
5492,49,IT,Manager,14 tahun,187.0,No,7,7,2,Excellent,9,72.23345106007581,87799.5654691946,16,Branch_11
5493,23,IT,Entry,3 tahun,179.0,Yes,6,10,10,Poor,8,80.04819945964815,59090.60367010665,10,Branch_12
